
66285; 51.00
66299; 51.00
66314; 51.00
66328; 51.00
66�0; 53.00
0; 53.00
1; 53.00
1; 53.00
2; 53.00
2; 53.00
3; 53.00
5; 53.00
15; 53.00
26; 53.00
37; 53.00
50; 53.00
61; 53.00
72; 53.00
83; 53.00
95; 53.00
106; 53.00
119; 53.00
132; 54.00
144; 53.00
156; 53.00
168; 53.00
182; 53.00
194; 53.00
206; 53.00
219; 54.00
231; 53.00
244; 53.00
257; 53.00
269; 54.00
281; 53.00
293; 53.00
306; 53.00
319; 54.00
331; 53.00
344; 53.00
356; 54.00
368; 54.00
381; 54.00
394; 54.00
406; 54.00
418; 54.00
431; 53.00
444; 54.00
456; 54.00
468; 54.00
481; 53.00
493; 54.00
505; 53.00
519; 54.00
531; 53.00
543; 54.00
556; 54.00
568; 54.00
581; 54.00
593; 54.00
606; 54.00
618; 54.00
630; 54.00
644; 54.00
656; 54.00
668; 54.00
680; 54.00
693; 54.00
705; 54.00
718; 54.00
731; 54.00
743; 53.00
755; 54.00
768; 54.00
781; 54.00
793; 54.00
805; 54.00
818; 54.00
830; 53.00
843; 53.00
856; 54.00
868; 54.00
880; 54.00
892; 54.00
905; 54.00
918; 53.00
930; 54.00
943; 54.00
955; 54.00
967; 54.00
980; 54.00
993; 53.00
1005; 54.00
1018; 54.00
1032; 54.00
1046; 54.00
1059; 54.00
1073; 53.00
1086; 54.00
1099; 53.00
1114; 53.00
1127; 54.00
1140; 54.00
1154; 54.00
1167; 54.00
1181; 54.00
1195; 54.00
1208; 54.00
1221; 53.00
1234; 54.00
1249; 54.00
1262; 53.00
1275; 54.00
1289; 53.00
1302; 53.00
1316; 54.00
1330; 53.00
1343; 53.00
1356; 62.00
1370; 62.00
1384; 62.00
1397; 62.00
1411; 62.00
1424; 62.00
1437; 62.00
1452; 62.00
1465; 62.00
1478; 62.00
1491; 62.00
1506; 62.00
1519; 62.00
1532; 62.00
1546; 62.00
1559; 62.00
1573; 62.00
1587; 62.00
1600; 61.00
1613; 62.00
1627; 62.00
1641; 62.00
1654; 62.00
1668; 62.00
1681; 62.00
1694; 62.00
1709; 62.00
1722; 62.00
1735; 62.00
1748; 62.00
1762; 62.00
1776; 62.00
1789; 62.00
1803; 62.00
1816; 62.00
1829; 61.00
1844; 62.00
1857; 62.00
1870; 62.00
1884; 62.00
1897; 62.00
1911; 62.00
1925; 62.00
1938; 62.00
1951; 62.00
1965; 62.00
1979; 62.00
1992; 62.00
2006; 62.00
2019; 62.00
2032; 61.00
2046; 61.00
2060; 62.00
2073; 62.00
2086; 62.00
2100; 61.00
2114; 62.00
2127; 62.00
2141; 62.00
2154; 61.00
2167; 62.00
2182; 62.00
2195; 62.00
2208; 62.00
2222; 62.00
2235; 62.00
2249; 61.00
2263; 62.00
2276; 61.00
2289; 62.00
2302; 61.00
2317; 61.00
2330; 62.00
2343; 62.00
2357; 62.00
2371; 61.00
2384; 62.00
2398; 62.00
2411; 62.00
2424; 62.00
2439; 62.00
2452; 62.00
2465; 62.00
2479; 62.00
2492; 62.00
2506; 62.00
2520; 61.00
2533; 61.00
2546; 61.00
2560; 62.00
2574; 62.00
2587; 62.00
2600; 62.00
2614; 62.00
2627; 62.00
2641; 62.00
2655; 62.00
2668; 62.00
2681; 61.00
2695; 62.00
2709; 62.00
2722; 62.00
2736; 62.00
2749; 61.00
2762; 61.00
2777; 61.00
2790; 62.00
2803; 62.00
2817; 62.00
2830; 62.00
2844; 62.00
2857; 62.00
2871; 62.00
2884; 62.00
2897; 62.00
2912; 62.00
2925; 62.00
2938; 62.00
2952; 61.00
2965; 61.00
2979; 61.00
2993; 61.00
3006; 61.00
3019; 62.00
3033; 62.00
3047; 62.00
3060; 62.00
3074; 62.00
3087; 62.00
3100; 62.00
3115; 62.00
3128; 62.00
3141; 62.00
3154; 62.00
3168; 61.00
3182; 61.00
3195; 62.00
3209; 61.00
3222; 62.00
3236; 62.00
3250; 62.00
3263; 62.00
3276; 62.00
3290; 62.00
3304; 62.00
3317; 62.00
3331; 61.00
3344; 62.00
3357; 53.00
3372; 53.00
3385; 54.00
3398; 53.00
3411; 53.00
3425; 53.00
3439; 53.00
3452; 53.00
3466; 54.00
3479; 54.00
3492; 53.00
3507; 53.00
3520; 54.00
3533; 53.00
3547; 53.00
3560; 53.00
3574; 54.00
3588; 53.00
3601; 53.00
3614; 54.00
3628; 54.00
3642; 53.00
3655; 54.00
3668; 53.00
3682; 53.00
3695; 53.00
3709; 54.00
3723; 53.00
3736; 54.00
3749; 54.00
3763; 53.00
3777; 53.00
3790; 53.00
3804; 53.00
3817; 53.00
3830; 53.00
3845; 54.00
3858; 53.00
3871; 53.00
3885; 53.00
3898; 53.00
3912; 53.00
3926; 53.00
3939; 54.00
3952; 53.00
3965; 53.00
3980; 54.00
3993; 53.00
4006; 53.00
4020; 53.00
4033; 53.00
4047; 53.00
4061; 53.00
4074; 53.00
4087; 53.00
4102; 53.00
4115; 53.00
4128; 53.00
4142; 53.00
4155; 54.00
4169; 53.00
4183; 53.00
4196; 54.00
4209; 53.00
4222; 53.00
4237; 53.00
4250; 53.00
4263; 54.00
4277; 53.00
4290; 53.00
4304; 53.00
4318; 53.00
4331; 53.00
4344; 54.00
4358; 53.00
4372; 53.00
4385; 54.00
4399; 53.00
4412; 53.00
4425; 53.00
4440; 53.00
4453; 54.00
4466; 53.00
4480; 53.00
4493; 54.00
4507; 53.00
4520; 53.00
4534; 54.00
4547; 53.00
4560; 53.00
4575; 53.00
4588; 53.00
4601; 53.00
4615; 53.00
4628; 53.00
4642; 53.00
4656; 53.00
4669; 53.00
4682; 53.00
4696; 53.00
4710; 53.00
4723; 53.00
4737; 53.00
4750; 53.00
4763; 53.00
4777; 53.00
4791; 53.00
4804; 53.00
4817; 53.00
4831; 53.00
4845; 53.00
4858; 53.00
4872; 54.00
4885; 53.00
4898; 53.00
4913; 54.00
4926; 54.00
4939; 53.00
4953; 54.00
4967; 53.00
4980; 54.00
4994; 54.00
5007; 53.00
5020; 53.00
5035; 53.00
5048; 53.00
5061; 53.00
5074; 53.00
5088; 53.00
5102; 54.00
5115; 54.00
5129; 53.00
5142; 54.00
5155; 54.00
5170; 53.00
5183; 54.00
5196; 53.00
5210; 53.00
5223; 53.00
5237; 53.00
5251; 53.00
5264; 54.00
5277; 53.00
5291; 53.00
5305; 53.00
5318; 53.00
5331; 53.00
5345; 54.00
5358; 61.00
5372; 62.00
5386; 62.00
5399; 62.00
5412; 62.00
5426; 61.00
5440; 62.00
5453; 62.00
5467; 62.00
5480; 62.00
5493; 62.00
5508; 61.00
5521; 61.00
5534; 61.00
5548; 61.00
5561; 62.00
5575; 62.00
5588; 62.00
5602; 62.00
5615; 62.00
5628; 62.00
5643; 62.00
5656; 62.00
5669; 61.00
5683; 62.00
5696; 62.00
5710; 62.00
5724; 62.00
5737; 62.00
5750; 62.00
5764; 62.00
5778; 61.00
5791; 62.00
5805; 61.00
5818; 62.00
5832; 62.00
5846; 62.00
5859; 61.00
5872; 62.00
5885; 62.00
5900; 62.00
5913; 62.00
5926; 61.00
5940; 62.00
5953; 62.00
5967; 61.00
5981; 61.00
5994; 62.00
6007; 62.00
6021; 61.00
6035; 61.00
6048; 62.00
6062; 62.00
6075; 61.00
6088; 61.00
6103; 62.00
6116; 62.00
6129; 61.00
6142; 61.00
6156; 53.00
6170; 53.00
6183; 53.00
6197; 53.00
6210; 53.00
6223; 53.00
6238; 53.00
6251; 53.00
6264; 53.00
6278; 53.00
6291; 53.00
6305; 53.00
6319; 53.00
6332; 53.00
6345; 53.00
6359; 53.00
6373; 54.00
6386; 53.00
6400; 53.00
6413; 53.00
6426; 53.00
6440; 53.00
6454; 53.00
6467; 53.00
6480; 53.00
6494; 53.00
6508; 54.00
6521; 53.00
6535; 53.00
6548; 53.00
6561; 53.00
6576; 53.00
6589; 53.00
6602; 53.00
6616; 53.00
6629; 54.00
6643; 53.00
6657; 53.00
6670; 53.00
6683; 53.00
6697; 53.00
6711; 53.00
6724; 53.00
6737; 53.00
6751; 53.00
6765; 53.00
6778; 53.00
6792; 54.00
6805; 53.00
6818; 53.00
6833; 53.00
6846; 53.00
6859; 53.00
6873; 54.00
6886; 53.00
6900; 53.00
6914; 53.00
6927; 53.00
